Intento,Score,std_dev,Reward_Dist,Reward_Ctrl,Reward_Near_Object,Reward_Contact,Episode_Length,TD_Error,Actor_Loss,Critic_Loss,Policy_Gradients
1150,-43.695855010725694,0.2,-0.2979819086004723,-0.07317770959436894,-0.06579893191241544,0.0,100,0.0,0.0,0.0,4.450695676803589
1150,-43.805410072134165,0.2,-0.25541497179625017,-0.08674792814254761,-0.09589120078254382,0.0,100,0.0,0.0,0.0,4.450695676803589
1175,-38.32078730346036,0.2,-0.25440611159596643,-0.0828178552240133,-0.045983906214623796,0.0,100,0.0,0.0,0.0,4.469101638793945
1175,-32.80255937842346,0.2,-0.18031964321027177,-0.08481439858675004,-0.06289155198721276,0.0,100,0.0,0.0,0.0,4.469101638793945
1175,-40.32406576173677,0.2,-0.2682869154899619,-0.07721553887426852,-0.05773820325313733,0.0,100,0.0,0.0,0.0,4.469101638793945
1175,-34.87602655070404,0.2,-0.1917496099978953,-0.08863520713150502,-0.06837544837764023,0.0,100,0.0,0.0,0.0,4.469101638793945
1175,-38.847163469221854,0.2,-0.2404657637586611,-0.08665336349606513,-0.06135250743749216,0.0,100,0.0,0.0,0.0,4.474057374000549
1200,-54.05691798666204,0.2,-0.32434746003377546,-0.1424449869543314,-0.0737767328785137,0.0,100,0.0,0.0,0.0,4.513915600776673
1200,-47.851123752601715,0.2,-0.2704424612594436,-0.1410897259414196,-0.06697905032515351,0.0,100,0.0,0.0,0.0,4.513915600776673
1200,-42.48955847829421,0.2,-0.2384612696579741,-0.1309599516391754,-0.055474363485792724,0.0,100,0.0,0.0,0.0,4.513915600776673
1200,-49.72213019179972,0.2,-0.3020150076729257,-0.13804597651958464,-0.05716031772548691,0.0,100,0.0,0.0,0.0,4.513915600776673
1200,-45.45393548714277,0.2,-0.24101426380980218,-0.15739795076847077,-0.0561271402931549,0.0,100,0.0,0.0,0.0,4.513915600776673
1225,-33.98974122165343,0.2,-0.19195472130801908,-0.09012541706860068,-0.057817273839914626,0.0,100,0.0,0.0,0.0,4.527289781570435
1225,-53.088026117050475,0.2,-0.32813781643268664,-0.14792424952983857,-0.054818195207979786,0.0,100,0.0,0.0,0.0,4.527289781570435
1225,-39.064206032227524,0.2,-0.204114061662074,-0.1299424651861191,-0.05658553347408255,0.0,100,0.0,0.0,0.0,4.527289781570435
1225,-43.22049854414572,0.2,-0.23723484056313768,-0.11663833406567577,-0.07833181081264369,0.0,100,0.0,0.0,0.0,4.527289781570435
1225,-42.60425169748054,0.2,-0.25436940671072733,-0.10176977941393851,-0.0699033308501395,0.0,100,0.0,0.0,0.0,4.527289781570435
1250,-45.97257423249933,0.2,-0.2367497634064209,-0.15321800976991656,-0.06975796914865588,0.0,100,0.0,0.0,0.0,4.546336812973022
1250,-42.20808422647635,0.2,-0.19294772020537182,-0.1385758592486382,-0.0905572628107534,0.0,100,0.0,0.0,0.0,4.546336812973022
1250,-47.430318677451965,0.2,-0.2656173381025989,-0.13436264765262604,-0.0743232010192946,0.0,100,0.0,0.0,0.0,4.546336812973022
1250,-49.16180842136388,0.2,-0.28787623102366,-0.13382298362255096,-0.06991886956742793,0.0,100,0.0,0.0,0.0,4.546336812973022
1250,-55.567454876289155,0.2,-0.30582711752672503,-0.16850755703449255,-0.08133987420167405,0.0,100,0.0,0.0,0.0,4.546336812973022
