"Fecha ,Saldo al final del periodo"
"01/04/2022,187467"
"03/05/2022,4161"
"03/06/2022,71794"
"01/07/2022,167118"
"03/08/2022,52067"
"02/09/2022,7378"
"03/10/2022,24305"
"03/11/2022,10705"
"02/12/2022,39070"
"30/12/2022,183362"
"03/01/2023,44806"
"03/02/2023,44299"
"03/03/2023,10938"
"03/04/2023,117577"
"04/05/2023,-58695"
"14/06/2023,-119709"
